hpx,n,gflux,bpflux,rpflux
11463,173,3.1564039390718025E8,1.5638220595854503E8,2.5473997555639923E8
5567,491,7.460892602730397E8,3.8625932963361084E8,5.411452747269497E8
8019,490,5.244698061712199E8,2.17693591720734E8,4.641644946892784E8
9165,99,1.3235868838159032E8,6.557353474573923E7,9.65376978887938E7
10589,747,8.561290509869882E8,3.699330130637691E8,7.3121627244953E8
10572,1002,1.2465623859996083E9,5.809181094309974E8,1.0104298466710753E9
6745,83,1.1725061450145017E8,5.36895688160178E7,9.18417226554441E7
7629,784,9.147478653165091E8,4.070724143376352E8,7.615506201279409E8
3741,363,5.0142501492720205E8,2.5230285567475724E8,3.6445341636531234E8
2646,89,1.2268191993163742E8,6.947888320493503E7,9.780313608115467E7
11619,107,1.5148573059807274E8,8.242436864142434E7,1.0069031355062169E8
9290,490,5.979471430704572E8,2.7275734580947804E8,4.7939332111561066E8
1915,109,2.3773883801524556E8,1.1718347324898487E8,1.7462424389309043E8
6262,93,2.057869310791688E8,8.585828388214709E7,1.7831556018071178E8
7134,75,2.0444421585084552E8,1.0974600905661786E8,1.3737512925067222E8
4620,86,1.1611690947826771E8,5.6517102603916086E7,8.534876405436449E7
8797,93,1.574394212413247E8,7.648599287582988E7,1.1840154389169629E8
6023,257,4.951243002233428E8,2.5120865781450674E8,3.7367157352166843E8
12031,441,5.777123391930091E8,2.477671055143861E8,4.9332731558059317E8
4264,120,1.92638190030364E8,9.41156570419496E7,1.5395429917829952E8
493,258,3.2332082112965876E8,1.418175562288691E8,2.8001888546425885E8
2197,94,2.153645324759072E8,1.0839070393277375E8,1.5769577826020756E8
5800,105,2.1700240513561308E8,1.0975485338144283E8,1.544035015020649E8
9755,313,5.161856231586794E8,2.6776814119792193E8,3.674972026406353E8
5895,478,5.682195417909926E8,2.81813344028592E8,4.2482027493037313E8
10367,970,9.651263189146972E8,3.8588498239733046E8,8.691692047688614E8
10067,188,3.7973882173836833E8,1.9235377333174205E8,2.845436306317914E8
2177,80,1.2967798548755147E8,6.366106215419995E7,9.564070134843956E7
5741,221,4.2060385585496306E8,2.2111763455377874E8,3.0928349059108675E8
12178,228,3.4875520408675736E8,1.6543020669731405E8,2.712893232127411E8
3937,480,7.152092923664063E8,3.494284962125335E8,5.510875895661298E8
11535,123,2.4097869046701512E8,1.1904924204584478E8,1.8814025487547234E8
11026,222,2.587286831710666E8,1.137165381418041E8,2.135775479263873E8
12205,237,3.7393490612028915E8,1.550583745905152E8,3.301738324963424E8
8376,116,1.832392046109591E8,9.679808724786495E7,1.3188708819983177E8
9488,919,1.1192210023328686E9,5.405959072496139E8,8.756570399158412E8
8436,85,1.7810492074659094E8,8.398106591929042E7,1.354678415728222E8
4322,115,2.5848666002005696E8,1.3261764070049153E8,1.8731938656598094E8
3395,206,4.3876937971230984E8,2.03565234415275E8,3.406759826464287E8
9484,1372,1.982537985472002E9,1.0851409471195903E9,1.3894154834999099E9
9432,775,9.84569399117059E8,4.7545402524216765E8,7.651105275463464E8
9533,374,4.512119192181294E8,2.2352853948567516E8,3.454833835719623E8
7872,175,2.8763571838417345E8,1.422860124522539E8,2.116520242033755E8
3752,261,4.6721943888742256E8,2.3378292511233458E8,3.6078908153830165E8
10212,248,3.692450264747347E8,1.7458688834926075E8,2.804403338172406E8
4404,89,1.7945239547718745E8,9.819687201456966E7,1.3455991005226082E8
2256,90,1.6091586536004817E8,8.090352293103744E7,1.191581943345118E8
12227,181,2.89441521479179E8,1.307419869532313E8,2.33443943027595E8
2827,103,1.6501556946726167E8,8.232735384074432E7,1.2054707778594036E8
3884,452,6.909121969230058E8,3.3506006118951523E8,5.882091562590015E8
10203,186,3.153523373423556E8,1.8156729206772235E8,2.1913179161090532E8
10026,814,1.073798907630764E9,5.3189532231603247E8,8.13120357268673E8
1736,195,3.272856405131019E8,1.596822886670178E8,2.4509347634774062E8
6103,354,5.535198788448572E8,2.6085912971166414E8,4.3765564113351387E8
10812,391,5.595210229352405E8,2.6051120311570376E8,4.416114533067687E8
10486,668,7.950488902911603E8,3.382718450385889E8,6.785403320757203E8
3809,277,3.95923731495578E8,1.8357278063255036E8,3.135039975741312E8
7927,168,3.2241830116433233E8,1.341531748591728E8,2.7351882809810734E8
2510,112,1.895430670688553E8,9.561565474880205E7,1.580547500461332E8
2840,102,1.4855839279934198E8,7.206587706357723E7,1.0938088501571997E8
2626,90,1.4534133983439693E8,7.571492022206374E7,1.0472808168509682E8
7723,160,2.831127153266993E8,1.2100935289828837E8,2.3867299341458416E8
7079,100,1.8438332866831198E8,9.700278916980371E7,1.2699691728456609E8
3891,322,4.941256781174372E8,2.5576215132049698E8,3.779916560244235E8
11726,97,1.5433976481841013E8,7.230423008471344E7,1.1880544205362085E8
10100,175,2.9894774870225483E8,1.5052568384408975E8,2.1760831666154847E8
9450,382,6.123899302442558E8,2.97130790068181E8,4.744581022255812E8
7395,174,2.362757434207414E8,8.102605643021093E7,2.332063098526982E8
11856,211,2.553957057103714E8,1.2054890752857246E8,1.9862625327103356E8
2251,86,1.0929257347801648E8,5.335494365435229E7,8.331987937722768E7
6965,62,9.416115824627551E7,4.74633168701206E7,6.726374068851817E7
2777,84,1.464534517621767E8,7.446930823857833E7,1.0513337431708877E8
11095,205,3.1951927394659746E8,1.361766427091282E8,2.698222040190258E8
9725,158,2.7051473935051906E8,1.402594463382882E8,1.913834979131711E8
3614,907,1.0170197765287449E9,4.8644466383250624E8,8.005032668952751E8
117,183,2.3688296894962424E8,9.901364539022543E7,2.0255632094838414E8
11041,255,3.4352573496988136E8,1.5624925526635316E8,2.8097802452857834E8
9486,1268,1.6179605370907557E9,8.33657709249789E8,1.1760054017122176E9
948,298,4.056470825791115E8,1.8456756341124147E8,3.3377224968272424E8
1551,215,4.176845915550093E8,2.154065069551065E8,2.983401710239002E8
411,329,4.124707692799436E8,2.0213615378432947E8,3.215813494349104E8
8553,136,3.327363176554547E8,1.796232447966692E8,2.3333028460275802E8
10126,642,8.531759493540524E8,4.0388884947739094E8,6.642203577617171E8
6267,105,1.3070965135249634E8,6.024122743680116E7,9.633785800693054E7
9704,295,4.412069783477273E8,1.9858788944445518E8,3.7376218143369204E8
2769,88,1.8585225437107012E8,9.200086856426041E7,1.3497891558959648E8
10503,617,6.718688239319879E8,3.0880939795819294E8,5.347387469271344E8
1539,269,3.753886718626319E8,1.875175774700014E8,2.75710722671153E8
4619,122,1.2254926496196629E8,6.161269398676449E7,8.896498751660608E7
8116,210,2.932284972748999E8,1.46309189828012E8,2.1679800868162352E8
7383,324,3.90305697068486E8,1.2002120371050808E8,4.3491537574591553E8
8369,119,2.461551562976677E8,1.1812954439885236E8,1.8869147153152838E8
11047,190,2.756914557456992E8,1.2845607879574065E8,2.1657009809591493E8
8533,197,3.2813963229787046E8,1.5818716819646698E8,2.7392578043408775E8
7819,100,1.571311496688786E8,6.914167325556916E7,1.2892033034342545E8
12071,173,3.0540215890005267E8,1.4858022281200188E8,2.272889442005215E8
6264,109,2.106037923039663E8,9.706477628145519E7,1.6545994815873146E8
5021,95,1.455248165645033E8,5.7074975978742495E7,1.317664730312884E8
9510,934,1.0846163614598293E9,5.296441472843805E8,8.438891392370102E8
4176,101,1.52294445740474E8,7.964332800532731E7,1.0739816034391622E8
10826,479,7.46649651230591E8,3.7201603290116286E8,5.693476737520474E8
475,233,3.2326935097497255E8,1.4842554070248348E8,2.576165857224549E8
2472,85,1.3019048699810748E8,7.0612152835858E7,8.874999481331193E7
8870,102,1.394502659700973E8,7.111060047555241E7,1.0126090859897336E8
9267,349,5.046947540123368E8,2.5407560476333377E8,3.9245972853978217E8
9396,369,5.746768843987384E8,2.790960973803064E8,4.436551954974208E8
5256,156,2.2705306056151897E8,1.0611781572921874E8,1.7787516887569967E8
25,87,1.5298053096545294E8,7.164946010779317E7,1.1834160714446443E8
7133,65,9.475173054950853E7,5.022486847431179E7,6.439155824773469E7
5697,209,4.0511905247305E8,2.2147501715135673E8,3.050188966617334E8
10574,693,8.740815798616527E8,3.7132210973056805E8,7.684486148963814E8
9924,512,7.25438920509417E8,3.4520183715515995E8,5.593612662927308E8
11544,110,1.8170217630768526E8,9.154170960229628E7,1.3141072283600001E8
11499,210,3.410250206322354E8,1.6008398401217008E8,2.6643882857341433E8
1652,138,2.2383718618820095E8,1.0833781372815752E8,1.7174261299036163E8
1093,103,1.521638572947294E8,8.061062328314923E7,1.0460916729131812E8
7184,892,9.551604369533645E8,4.246922923357573E8,7.92883973525887E8
2089,85,2.1504541295616814E8,1.0038549658982521E8,1.6490479386647496E8
368,533,5.957772598802627E8,2.7610021986511797E8,4.7342869404937744E8
5506,498,5.588027872293165E8,2.8662406588033867E8,4.271190672345276E8
144,98,1.6746880439079055E8,7.912980987107381E7,1.2740098712039796E8
7120,98,4.018155861719189E8,2.3172284634902856E8,2.576372681408288E8
2854,83,2.0243301119778833E8,1.1574294044453181E8,1.474378442633174E8
11458,186,3.190596441875669E8,1.7093682447443905E8,2.2463480555976897E8
6666,141,2.72247859615522E8,1.2406759901816896E8,2.2327328406454617E8
10507,799,9.556552104700478E8,4.4007318307211196E8,7.994192336342536E8
51,102,1.562845422579298E8,7.302032752998365E7,1.2032973463918106E8
1279,118,1.59715884219457E8,8.32638971445318E7,1.1337235076015745E8
5948,555,6.822592140745131E8,3.362518244036438E8,5.1496445555743676E8
405,352,5.243216451292435E8,2.768697784919126E8,4.063037127915603E8
10938,210,3.656539400904916E8,1.5417942811326808E8,3.174940501016073E8
7266,950,9.576739189418976E8,3.9402363441864985E8,8.517625730585746E8
1139,86,1.1502739011943677E8,5.7263588430167265E7,8.331005110584842E7
12130,149,3.344831666257555E8,1.727417112743776E8,2.3684173843193084E8
7681,142,1.510261506436501E8,5.656662729389543E7,1.396542251865659E8
12237,197,3.179362814267335E8,1.5519374082235157E8,2.508421630353756E8
8070,241,3.797995425144873E8,1.749808422178064E8,2.987173786295464E8
195,118,2.2307578800063413E8,1.0240763940286388E8,1.7563542261138934E8
6650,60,1.3803996624882877E8,6.6845041133657865E7,1.0248550251405957E8
1311,63,1.1357547546887192E8,5.637052170936969E7,8.289765258035728E7
3096,228,2.775029847888148E8,1.3333602893617603E8,2.0944209747358572E8
10021,390,5.526669100861099E8,2.5054577549713376E8,4.4861475341499954E8
3350,204,2.771386423320165E8,1.2789934613403638E8,2.186044741932545E8
3590,586,7.789883975476316E8,3.7512622147978985E8,6.166326464687254E8
1881,105,2.3415848225987837E8,1.1661482408334704E8,1.7043327558710265E8
203,138,2.5610950330667025E8,1.1975865207858264E8,1.9996823803195262E8
98,109,1.83569820436105E8,8.053703344512388E7,1.5382199452767023E8
8276,188,3.5067801420363814E8,1.6250137993403107E8,2.8212995169647056E8
4903,108,1.362928935326101E8,6.88041229068545E7,9.925352958154894E7
1357,81,1.2403721390185997E8,6.395060217460673E7,8.886358997417206E7
9688,214,3.6446755232569706E8,1.806849321206932E8,2.6776159719380647E8
11596,105,1.9103381557052872E8,9.147270679383011E7,1.4685754000838077E8
9692,158,2.1857132200379458E8,1.0242674236788368E8,1.7569481545682693E8
11303,174,2.517827100791751E8,1.1414461777006948E8,1.9830623195788744E8
8038,359,4.523385495144395E8,1.9838196222026733E8,3.750408407863433E8
2501,156,2.3029601175062814E8,1.1614974194300327E8,1.637158971269838E8
11089,261,4.4101001145552117E8,2.1581479053124115E8,3.328199030794692E8
11825,327,4.408123955698782E8,2.117939308957021E8,3.3890125217298853E8
9982,735,1.0168893804416904E9,5.272405221698052E8,7.518201863429441E8
4214,78,1.6615107925433877E8,7.81820427932811E7,1.2640216082381538E8
10336,557,6.558339759711416E8,3.0701895432590425E8,5.175081678581189E8
4068,222,3.972881387959829E8,1.88114231223924E8,3.071380382467376E8
11798,253,3.532950559117206E8,1.7161219608450526E8,2.655778734362872E8
5764,119,2.0327144849657467E8,9.906124944605139E7,1.553120424731271E8
9641,524,6.591765592544395E8,3.177304805122752E8,5.093514882790308E8
8471,176,3.3557220575643706E8,1.7370034690906358E8,2.369159806316965E8
11686,113,1.828855063024391E8,7.373872873542066E7,1.460561693661623E8
4286,95,1.9149324871723574E8,9.384378907874513E7,1.410309526348051E8
11906,520,6.400588732195153E8,2.6227849736004364E8,5.606197236614099E8
11361,158,3.2240735082291263E8,1.4938390645932132E8,2.6059333436436382E8
5564,554,8.052962748722502E8,3.9385191228719187E8,6.168025835424963E8
8157,358,5.280225458552853E8,2.5437258547171298E8,4.0523765437898326E8
11061,225,4.092158281685059E8,2.1593223917016938E8,3.263281306488396E8
9261,228,2.9649378134315985E8,1.3265108362939787E8,2.3822837948936462E8
2178,90,1.4762525214781407E8,7.790763633666779E7,1.0343674833039396E8
9044,126,2.1071576079272252E8,9.888064551490381E7,1.627970512534216E8
9281,303,3.721760597825925E8,1.261212106170438E8,3.7757940782778245E8
1019,207,3.7571178569559336E8,1.769081349150897E8,2.9273696072346306E8
11381,130,2.910067688608029E8,1.4076079128381285E8,2.2073789500015277E8
11169,146,1.7236555698621386E8,8.208981708150493E7,1.2967683671976027E8
9494,705,8.687383229185596E8,3.881154716650328E8,7.16753701255316E8
3621,773,8.989617708090495E8,3.937080847948608E8,7.491127898740172E8
8160,236,3.659710810023676E8,1.657336949580994E8,2.9313257266589177E8
6230,124,2.370269024800224E8,1.2693354128328195E8,1.6132840640324202E8
4255,82,1.4408571454888165E8,6.55228454919097E7,1.1312613566067266E8
8933,93,2.0227688154033697E8,9.912422455721326E7,1.4903501087468135E8
12186,251,5.036115876791011E8,2.1877580407894802E8,4.1615616680050874E8
7427,401,5.88086082285882E8,2.6439349799692452E8,4.8615847047132456E8
8340,102,2.5673864867826682E8,1.1627982003862955E8,2.0499208057315528E8
825,442,6.377087293961087E8,2.787486860822426E8,5.532060079902158E8
1280,91,1.5700442820257688E8,8.422650117697853E7,1.2026998540923859E8
7557,513,5.481062791069802E8,2.0961585254647845E8,5.1031286190727836E8
12262,253,4.152555343637618E8,1.7969864186529392E8,3.516758370436595E8
4038,168,3.0181630870350826E8,1.513001441739781E8,2.2623503952543497E8
1649,102,1.860837329166868E8,9.086236039795485E7,1.3915298761889103E8
2077,103,2.0292094178103E8,9.855766933963478E7,1.4929096712837145E8
11664,118,1.9838360118182543E8,9.889166350605567E7,1.451881877347554E8
4177,61,1.2838337320841362E8,5.887495445246338E7,9.955183077822773E7
6301,122,2.6114184813034704E8,1.1933070157536483E8,2.0924526400670353E8
27,91,1.6685940944211417E8,8.473788293880118E7,1.1981687510418895E8
351,335,4.3444951735304385E8,2.0843650339750922E8,3.398974003726617E8
7214,231,2.373021144734718E8,7.939581284531468E7,2.406427222644743E8
4306,86,1.5076485224127704E8,7.42529874299182E7,1.1093499291596982E8
12026,466,5.784271932076182E8,2.5189731773108745E8,4.8756433143950295E8
4867,112,3.4342369930867225E8,1.5600876513379782E8,2.708778949579599E8
4563,96,2.3156610884382313E8,1.0056858165025227E8,1.9170560868884292E8
6162,178,2.811252415062749E8,1.3633439756709814E8,2.1333371630042645E8
4289,86,1.0933342188580169E8,5.530235203473046E7,7.815309287598227E7
2543,144,2.904783839290456E8,1.3962806247796378E8,2.1992245051915145E8
9018,91,2.722352042078954E8,1.3378228475341627E8,2.0087421468221906E8
9282,312,5.055492188480324E8,2.2901410920699927E8,4.130997499518305E8
7565,232,3.097821051815767E8,1.2622605585434817E8,2.834339364963157E8
9584,239,4.802268171250862E8,2.3580865826062062E8,3.658690331351956E8
11578,112,2.1907070236491662E8,9.070065771366261E7,1.956750382783217E8
7553,1177,1.138787443974817E9,4.7263335911414057E8,1.0013550794835851E9
11842,271,4.572888755024476E8,2.108189349960887E8,3.71100905705865E8
3831,225,3.0090737743295383E8,1.4712971515388593E8,2.2476256847909743E8
6686,98,1.459656037269319E8,6.705658073199391E7,1.1745199356526873E8
6699,129,2.198033943844551E8,1.1139177881141785E8,1.5746173939031613E8
9096,82,1.31129253851451E8,6.548928943332558E7,9.816478938647982E7
2820,99,1.390060738841278E8,6.761552774918006E7,1.035383770081345E8
10485,691,8.859673327996099E8,3.96289206685771E8,7.587622760571485E8
8099,151,2.851893364027737E8,1.3898069712316886E8,2.1141142028738308E8
1163,229,3.652046032222409E8,1.8423771663736445E8,2.6372133794211695E8
9918,331,4.8007078584035003E8,2.471748192736415E8,3.506618335025814E8
7369,465,4.981062098364765E8,1.8898842262131596E8,4.8019637586874783E8
470,270,4.097769637925484E8,1.8485192205880824E8,3.398776300528416E8
11124,178,2.777276035691097E8,1.1495270752300756E8,2.411029806694852E8
8629,104,2.2864902831763375E8,1.4243824648302862E8,1.922685877094539E8
6195,134,1.9954104142865545E8,1.0533174978838232E8,1.6117265085316774E8
11988,207,2.5886924815056586E8,1.0652541401788162E8,2.249136502997448E8
10772,596,6.606829423750148E8,3.0219269999412197E8,5.379546732467271E8
8964,107,1.8114917258070725E8,9.23692506976732E7,1.3305263211931045E8
4096,87,2.0059220590027282E8,1.0340157592146987E8,1.4319648321992525E8
5968,411,6.680535997908678E8,3.474725140278623E8,4.8362881075969046E8
1333,102,1.6728459816687325E8,7.064954159438194E7,1.5022386379081705E8
2000,138,1.9130965621070614E8,9.852839007008176E7,1.378036631688903E8
2919,113,1.3195421912912261E8,6.4386655049512155E7,9.798439218164708E7
11105,184,3.5182530327936417E8,1.6413515835532805E8,2.7360847987054557E8
7198,1144,1.0982366519313207E9,4.617924547927917E8,9.612561864742026E8
6143,336,4.3472713451918966E8,1.937575373576501E8,3.5232091212028766E8
12132,139,2.823935894657282E8,1.3766460990551734E8,2.11954846428956E8
4042,178,3.1984079256639314E8,1.502097997131979E8,2.520781334253038E8
11903,199,2.4469873130884725E8,1.0368478205581003E8,2.0861256752754673E8
11204,149,2.3663342644618097E8,1.1774414726117647E8,1.7754566037625614E8
2875,99,1.838485828858385E8,9.990445140053496E7,1.2235850331260031E8
9536,593,7.406872974196446E8,3.3896848288028955E8,5.934384745316821E8
9314,455,7.049935636862671E8,3.0667510551125324E8,6.09456629476638E8
8023,279,3.701334742664408E8,1.749497802644631E8,3.001457058215842E8
5199,564,1.0761100747963674E9,5.3513427078051734E8,8.16402430475502E8
4293,108,2.3931748474976104E8,1.3568310618320253E8,1.511297559013256E8
7137,75,2.1356516888401276E8,1.0442901965156649E8,1.6247720755060983E8
9514,911,9.583329238879433E8,4.535263266213729E8,7.551216004124367E8
10940,164,2.027883098835736E8,9.693031071691224E7,1.5473127977830267E8
7042,90,1.2981101824974424E8,6.435493439918242E7,9.661224796852584E7
5070,163,2.238016080353861E8,1.0489884367054187E8,1.7311492241766065E8
8080,295,3.8028308430374074E8,1.795707446703354E8,2.904116425863674E8
617,256,3.266145408102393E8,1.60268719494518E8,2.5635138023065683E8
